User,Original_track,Recommended_tracks
User 3),19600: ['Sir Chloe'] — Michelle),"35915: ['Rogue Wave'] — Eyes, 168859: ['HIM'] — Wicked Game, 74674: [""Jack Stauber's Micropop""] — Two Time, 107150: ['HIM'] — Wings of a Butterfly, 18329: ['Daughter'] — Youth, 102187: ['Big Black'] — Bad Penny, 153821: ['She & Him'] — Have Yourself a Merry Little Christmas, 50245: ['Big Black'] — Kerosene, 123157: ['Miracle Musical'] — Stranded Lullaby, 134188: ['Big Black'] — The Power Of Independent Trucking"
User 3),16211: ['Yellowcard'] — Ocean Avenue),"152521: ['The Eddie Higgins Trio'] — Dech The Hall Boughs Of Holly, 105598: ['3 Inches Of Blood'] — Deadly Sinners, 148233: ['Alien Sex Fiend'] — Ignore The Machine, 28038: ['Johnny Cash', 'June Carter Cash'] — Long-Legged Guitar Pickin' Man, 4707: ['MGM Studio Orchestra', 'Georgie Stoll'] — Tootie's Music Box, 152691: ['Rehab'] — Bump, 34589: ['John Michael Montgomery', 'Alison Krauss', 'Dan Tyminski'] — The Little Girl (feat. Alison Krauss & Dan Tyminski), 104120: ['Charlie Rich'] — There Won't Be Anymore, 118230: ['Los terribles Del Norte'] — Paseo Vallenato, 48078: ['Redbone'] — One More Time"
User 3),"16384: ['Cam’ron', 'Juelz Santana', 'Freekey Zeekey', 'Toya'] — Hey Ma)","122973: ['Lil Wayne', 'Drake'] — She Will, 38607: ['Future', 'Lil Uzi Vert'] — My Legacy, 152162: ['Nelly', 'Kelly Rowland'] — Dilemma, 91133: ['Childish Gambino', 'Jaden'] — Pop Thieves (Make It Feel Good), 75075: ['Freddie Gibbs', 'Hit-Boy', 'Big Sean'] — 4 Thangs (feat. Big Sean & Hit-Boy), 34494: ['Donell Jones'] — Shorty (Got Her Eyes on Me), 135418: ['Too $hort'] — Gotta Get Some Lovin', 55563: ['Mary J. Blige', 'Drake'] — Mr. Wrong, 91942: ['Playboi Carti', 'Gunna'] — No Time (feat. Gunna), 37607: ['Rich Homie Quan'] — Flex (Ooh, Ooh, Ooh)"
User 3),"151967: ['*NSYNC'] — Tell Me, Tell Me...Baby)","34084: ['*NSYNC'] — (God Must Have Spent) A Little More Time On You, 54303: ['*NSYNC'] — (God Must Have Spent) A Little More Time On You - Remix, 87911: ['*NSYNC'] — It's Christmas, 136764: ['*NSYNC'] — I Don't Wanna Spend One More Christmas Without You, 104068: ['*NSYNC'] — Sailing, 87931: ['*NSYNC'] — In Love on Christmas, 87769: ['*NSYNC'] — I Guess It's Christmas Time, 70686: ['*NSYNC'] — Under My Tree, 34730: ['*NSYNC'] — Pop, 52972: ['*NSYNC'] — Home for Christmas"
User 3),13812: ['R.E.M.'] — Losing My Religion),"33422: ['R.E.M.'] — What's The Frequency, Kenneth?, 101315: ['R.E.M.'] — We Walk, 14118: ['R.E.M.'] — Nightswimming, 101183: ['R.E.M.'] — Carnival Of Sorts (Boxcars), 101685: ['R.E.M.'] — Can't Get There From Here - Remastered, 104033: ['R.E.M.'] — Electrolite, 148511: ['R.E.M.'] — Second Guessing, 69554: ['R.E.M.'] — Sweetness Follows, 134191: ['R.E.M.'] — Strange, 152224: ['R.E.M.'] — Bad Day"
User 3),15831: ['Ginuwine'] — Differences),"90826: ['Tyler, The Creator'] — Garbage, 169181: ['Jon Bellion'] — LIFE, 56011: ['Mike WiLL Made-It', 'Lil Wayne', 'Kendrick Lamar', 'Future'] — Buy The World, 54678: ['Jagged Edge', 'Ashanti'] — Put A Little Umph In It, 139227: ['Khaled'] — C'est La Vie, 154956: ['SZA'] — Quicksand, 108453: ['Logic', 'Wiz Khalifa'] — Indica Badu, 150521: ['OutKast'] — Peaches (Intro), 73338: ['Beyoncé'] — I Was Here, 87334: ['Bone Thugs-N-Harmony'] — Me Killa"
User 3),53638: ['Tech N9ne'] — Slacker),"113677: ['Stonewall Jackson'] — Old Showboat, 38366: ['iann dior', 'Bernard Jabs'] — molly, 23857: ['Abram Chasins', 'William Kapell'] — Piano Playtime: Dancing Bagpipes No. 5 (To David), 9774: ['Brook Benton'] — Rainy Night in Georgia, 167324: ['Phyllis Dillon', 'Tommy McCook & The Supersonics'] — Perfidia (with Tommy McCook & The Supersonics), 135878: ['The Mavericks', 'Raul Malo', 'Trisha Yearwood'] — Something Stupid, 72215: ['Common', 'The Last Poets'] — The Corner, 2159: ['Giorgio Consolini'] — Credimi, 152785: ['Yellowcard'] — Rough Landing, Holly, 154488: ['LunchMoney Lewis'] — Bills"
User 3),16872: ['Josh Turner'] — Would You Go With Me),"105097: ['Hank Williams, Jr.'] — America Will Survive - Studio Version, 92000: ['Jake Owen'] — Homemade, 75061: ['Florida Georgia Line'] — Long Live, 30201: ['CHIC'] — Le Freak, 107977: ['Florida Georgia Line'] — Grow Old, 71088: ['Hank Williams, Jr.'] — Whiskey Bent And Hell Bound, 68203: ['George Strait'] — Amarillo By Morning, 73483: ['Dierks Bentley'] — Tip It On Back, 135708: ['Diamond Rio'] — Bubba Hyde, 52560: ['Mark Wills'] — Jacob's Ladder"
User 3),18426: ['Sam Hunt'] — House Party),"140197: ['Seth Ennis'] — Woke Up in Nashville, 18540: ['Sam Hunt'] — Leave The Night On, 150073: ['Go West'] — What You Won't Do for Love, 170586: ['Tyler Rich'] — The Difference, 19363: ['LANCO'] — Greatest Love Story, 135867: ['Hum'] — Why I Like The Robins, 124524: ['Walker McGuire'] — Mysteries of the World, 103682: ['Hum'] — The Pod, 73944: ['Sam Hunt'] — Speakers, 75199: ['Sam Hunt'] — Kinfolks"
User 3),89878: ['Drowning Pool'] — 37 Stitches),"152071: ['Disturbed'] — Prayer, 52938: ['System Of A Down'] — Mind, 27453: ['System Of A Down'] — Snowblind, 121974: ['Taproot'] — Calling, 17769: ['Disturbed'] — Down with the Sickness, 34810: ['System Of A Down'] — Bounce, 35703: ['System Of A Down'] — Revenga, 15917: ['System Of A Down'] — ATWA, 16142: ['System Of A Down'] — I-E-A-I-A-I-O, 139763: ['Disturbed'] — Immortalized"
User 3),104987: ['Mest'] — Cadillac),"108362: ['Lund'] — Low, 167565: ['Lil Wayne', 'Nikki'] — Weezy Baby, 104848: ['Los Rabanes'] — Señorita a Mi Me Gusta Su Style, 57142: ['Mulatto'] — B*tch From Da Souf, 54329: ['El Ten Eleven'] — My Only Swerving, 155901: ['Wolfgang Amadeus Mozart', 'Robert Casadesus', 'Zino Francescatti'] — Violin Sonata in E-Flat Major, K. 481: III. Allegretto. Tema und Variationen, 59011: ['Al Jolson'] — Toot Toot Tootsie (Alternate Version), 111538: ['Asha Bhosle', 'Vasantrao Deshpande'] — Hi Kuni Chhedili Taar, 104235: ['Víctor Manuelle'] — He Tratado, 115464: ['Bobby ""Blue"" Bland'] — This Time I'm Gone For Good - Single Version"
User 3),87054: ['Slowdive'] — Alison),"87021: ['Slowdive'] — 40 Days, 119535: ['Slowdive'] — Here She Comes, 165680: ['Slowdive'] — Crazy for You, 86659: ['Drop Nineteens'] — Winona, 51627: ['Drop Nineteens'] — Kick The Tragedy, 135704: ['Slowdive'] — Sing, 165558: ['Slowdive'] — Blue Skied An' Clear, 103226: ['Drop Nineteens'] — Delaware, 135741: ['Slowdive'] — Dagger, 150504: ['Slowdive'] — Melon Yellow"
User 3),106686: ['Miley Cyrus'] — Who Owns My Heart),"74104: ['Hailee Steinfeld'] — Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack, 56352: ['Selena Gomez'] — Kill Em With Kindness, 14486: ['Selena'] — El Chico Del Apartamento 512, 139701: ['RAC', 'Matthew Koma'] — Cheap Sunglasses, 138857: ['Selena'] — Disco Medley - Live From Astrodome, 91145: ['Taylor Swift'] — This Love, 153509: ['Selena Gomez', 'Demi Lovato'] — One and the Same - From ""Princess Protection Program"", 16969: ['P!nk'] — Who Knew, 89822: ['Katy Perry'] — I Kissed A Girl, 91844: ['Selena Gomez'] — Back To You"
User 3),"138705: ['Birdman', 'Drake', 'Lil Wayne'] — 4 My Town (Play Ball))","73702: ['Chance the Rapper', 'Nate Fox'] — Pusha Man, 17932: ['Cali Swag District'] — Teach Me How to Dougie, 74713: ['Young Dolph', 'Key Glock'] — Major, 90007: ['Keri Hilson', 'Lil Wayne'] — Turnin Me On - Original Clean, 139470: ['Cam Meekins', 'Skizzy Mars'] — High (feat. Skizzy Mars), 33814: ['OutKast'] — Two Dope Boyz (In a Cadillac), 150571: ['Mina'] — Il cielo in una stanza, 167606: ['Mariah Carey', 'Twista'] — One And Only, 108382: ['Lil Baby', 'Gunna'] — I Am (Lil Baby & Gunna), 124038: ['Kid Cudi'] — Kitchen"
User 3),"17054: ['2Pac', 'Roger', 'Dr. Dre'] — California Love - Original Version)","74386: ['Little Mix', 'Machine Gun Kelly'] — No More Sad Songs (feat. Machine Gun Kelly), 14574: ['Da Brat'] — Funkdafied, 89259: ['Ying Yang Twins', 'Avant'] — Bedroom Boom, 92063: ['NF'] — When I Grow Up, 36879: ['Beyoncé'] — End of Time, 72532: ['Baby Bash', 'T-Pain'] — Cyclone, 17958: ['Kelly Rowland', 'Lil Wayne'] — Motivation, 54540: ['Cassie'] — Long Way 2 Go, 153547: ['Drake', 'T.I.', 'Swizz Beatz'] — Fancy, 137660: ['NB Ridaz', 'Gemini', 'Ladi Bug'] — Until I Die"
User 3),"88507: ['Joe Strummer', 'The Mescaleros'] — Johnny Appleseed)","54933: ['Deitrick Haddon', 'Ruben Studdard', 'Mary Mary'] — Love Him Like I Do, 137718: ['Old Crow Medicine Show'] — Take 'Em Away, 70000: ['Banda Guadalajara Express'] — Anda Borracho El Buey, 88356: ['Lambchop'] — Up With People, 79031: ['Johannes Brahms', 'Isaac Stern', 'Alexander Schneider', 'Milton Katims', 'Milton Thomas', 'Pablo Casals', 'Madeline Foley'] — String Sextet No. 1 in B-Flat Major, Op. 18: II. Andante ma moderato, 153470: ['The Temper Trap'] — Sweet Disposition, 138521: ['Lenka'] — Trouble Is a Friend, 72118: ['Sugar Ray'] — Fly, 102481: ['Spacemen 3'] — Lord Can You Hear Me, 124712: ['NAV', 'The Weeknd'] — Price On My Head (feat. The Weeknd)"
User 3),55998: ['Billy Currington'] — We Are Tonight),"163390: ['The Judds'] — Endless Sleep, 101828: ['George Strait'] — A Fire I Can't Put Out, 108281: ['Brett Eldredge'] — A Holly Jolly Christmas, 121599: ['Lamb'] — Angelica, 118227: ['George Strait'] — The Chair, 87306: ['Faith Hill'] — Let's Go to Vegas, 32427: ['The Judds'] — Young Love (Strong Love), 31390: ['George Strait'] — The Cowboy Rides Away, 163317: ['George Strait'] — Any Old Time, 16130: ['Alan Jackson'] — Drive (For Daddy Gene)"
User 3),73894: ['BANKS'] — Beggin For Thread),"158973: ['Speedy West'] — Reflections From The Moon, 82691: ['Leslie Bricusse', 'Anthony Newley'] — Charlie's Paper Run - From ""Willy Wonka & The Chocolate Factory"" Soundtrack, 120985: ['The Black Crowes'] — Jealous Again, 24569: ['Pérez Prado'] — Caballo Negro, 128421: ['Little Willie John'] — Suffering With The Blues, 150612: ['Cyril Pahinui'] — Ipo Lei Manu, 167751: ['Steven Sharp Nelson'] — Be Still My Soul, 48499: ['Jimmy Rogers'] — Walking By Myself, 86981: ['2 Brothers On The 4th Floor'] — Dreams (Will Come Alive), 90085: ['Rebelution'] — Bright Side of Life"
User 4),288: ['Louis Armstrong'] — (What Did I Do to Be So) Black and Blue),"64723: ['Louis Armstrong'] — Hello Brother - Single Version, 96077: ['Louis Armstrong'] — Bugle Call Rag / Ole Miss, 145408: ['Louis Armstrong'] — Ten Feet Off The Ground - From ""The One and Only Genuine Original Family Band"", 25789: ['Louis Armstrong'] — Do You Know What It Means to Miss New Orleans - Live, 64765: ['Louis Armstrong'] — Fantastic, That's You, 1729: ['Louis Armstrong'] — Rockin' Chair (Live) - 2001 Remastered, 1769: ['Louis Armstrong'] — Mahogany Hall Stomp - Remastered - 1996, 80052: ['Louis Armstrong'] — East Of The Sun (West Of The Moon) - Stereo Version, 25484: ['Louis Armstrong'] — Beale Street Blues, 79175: ['Louis Armstrong'] — Long Gone (From The Bowlin' Green) - rehearsal sequence"
User 4),298: ['Louis Armstrong'] — My Sweet),"95484: ['Louis Armstrong'] — Long Gone (From the Bowlin' Green), 431: ['Louis Armstrong'] — (What Did I Do to Be So) Black and Blue, 112511: ['Louis Armstrong'] — Home, 62739: ['Louis Armstrong'] — Stormy Weather, 80078: ['Louis Armstrong'] — Have You Met Miss Jones?, 51976: ['Louis Armstrong'] — The Skeleton In The Closet - Single Version, 79175: ['Louis Armstrong'] — Long Gone (From The Bowlin' Green) - rehearsal sequence, 1416: ['Louis Armstrong'] — Lazy River, 158179: ['Louis Armstrong'] — That's What The Man Said, 68947: ['Louis Armstrong', ""Sy Oliver's Orchestra""] — On The Sunny Side Of The Street"
User 4),317: ['Seger Ellis'] — To Be In Love),"23042: ['Mathias Wieman'] — Das Vermächtnis, 155224: ['MaxRiven'] — Moonlight Shadow, 125230: ['Avelino Muñoz', 'Sylvia de Grasse'] — Ya Voy Hacia Ti, 120336: ['Banda Boom'] — Esa Chica Me Vacila, 40437: ['Jaganmoy Mitra', 'Pratibha Ghosh', 'Satya Chowdhury'] — Sanghasharan Tirtha Jatra Pathe, 76049: ['Эрих Мария Ремарк'] — Часть 47.6 & Часть 48.1 - Обратный путь, 126699: ['Lehman Engel'] — There's Gotta Be Something Better Than This (from Sweet Charity) - Voice, 92437: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 215 - Der Page und die Herzogin, 58198: ['Giorgos Papasideris'] — Retzeoi, 92493: ['Эрнест Хемингуэй'] — Часть 45.2 - Фиеста"
User 4),619: ['Louis Armstrong & His Hot Five'] — Droppin' Shucks),"837: ['Louis Armstrong & His Hot Five'] — Big Butter And Egg Man, 858: ['Louis Armstrong & His Hot Five'] — West End Blues, 626: ['Louis Armstrong & His Hot Five'] — Yes! I'm in the Barrel, 314: ['Louis Armstrong & His Hot Five'] — Big Butter And Egg Man, 738: ['Louis Armstrong & His Hot Five'] — Who'sit, 646: ['Louis Armstrong & His Hot Five'] — Lonesome Blues, 752: ['Louis Armstrong & His Hot Five'] — Heebie Jeebies, 911: ['Louis Armstrong & His Hot Five'] — Ory's Creole Trombone, 920: ['Louis Armstrong & His Hot Five'] — Irish Black Bottom, 634: ['Louis Armstrong & His Hot Five'] — Cornet Chop Suey"
User 4),629: ['Tommy Dorsey'] — I'll Never Smile Again),"650: ['Tommy Dorsey'] — Take The 'A' Train, 606: ['Tommy Dorsey'] — On the Sunny Side of the Street (From ""Is Everybody Happy?""), 40065: ['Tommy Dorsey'] — The Lady Is a Tramp, 2736: ['Tommy Dorsey'] — Milenberg Joys Parts 1 & 2, 702: ['Tommy Dorsey'] — Put On Your Old Grey Bonnet, 706: ['Tommy Dorsey'] — Liebestraum, 630: ['Tommy Dorsey'] — Hawaiian War Chant, 658: ['Tommy Dorsey'] — Trombonology, 611: ['Tommy Dorsey'] — Opus #1, 2017: ['Glenn Miller', 'Tex Beneke', 'The Modernaires', 'Ernie Caceres'] — Jingle Bells (feat. Tex Beneke, The Modernaires & Ernie Caceres)"
User 4),"887: ['Fats Waller'] — Hold Tight (Want Some Seafood, Mama))","882: ['Fats Waller'] — Darktown Strutters Ball, 806: ['Fats Waller'] — Ain't Misbehavin', 821: ['Fats Waller'] — Ain't Nothin' To It, 842: ['Fats Waller'] — St. Louis Blues, 825: ['Fats Waller'] — How Can You Face Me?, 866: ['Fats Waller'] — Carolina Shout, 897: ['Fats Waller'] — Somebody Stole My Gal, 125011: ['Harry James', 'Willie ""The Lion"" Smith'] — Who's Sorry Now?, 829: ['Fats Waller'] — Sugar Rose, 849: ['Fats Waller'] — The Jitterbug Waltz"
User 4),"896: ['Fats Waller'] — You Run Your Mouth, I'll Run My Business)","903: ['Fats Waller'] — Mamacita, 865: ['Fats Waller'] — Cash for Your Trash, 860: ['Fats Waller'] — Up Jumped You With Love, 812: ['Fats Waller'] — Functionizin', 857: ['Fats Waller'] — Love Me or Leave Me - Take 3, 824: ['Fats Waller'] — Ain't Misbehavin' - (from the musical comedy ""Connie's Hot Chocolates""), 914: ['Fats Waller'] — Let's Get Away from It All, 867: ['Fats Waller'] — You're Not the Only Oyster In the Stew, 125011: ['Harry James', 'Willie ""The Lion"" Smith'] — Who's Sorry Now?, 897: ['Fats Waller'] — Somebody Stole My Gal"
User 4),900: ['Fats Waller'] — A Good Man Is Hard to Find),"894: ['Fats Waller'] — Rosetta, 850: ['Fats Waller'] — Anita, 810: ['Fats Waller'] — Your Feet's Too Big, 866: ['Fats Waller'] — Carolina Shout, 849: ['Fats Waller'] — The Jitterbug Waltz, 821: ['Fats Waller'] — Ain't Nothin' To It, 897: ['Fats Waller'] — Somebody Stole My Gal, 852: ['Fats Waller'] — You Must Be Losing Your Mind, 836: ['Fats Waller'] — It's A Sin To Tell A Lie, 829: ['Fats Waller'] — Sugar Rose"
User 4),906: ['Louis Armstrong & His Hot Five'] — Basin Street Blues),"19854: ['Louis Armstrong & His Hot Five'] — Big Fat Ma and Skinny Pa, 241: ['Louis Armstrong & His Hot Five'] — Muggles, 663: ['Louis Armstrong & His Hot Five'] — Big Fat Ma and Skinny Pa, 295: ['Louis Armstrong & His Hot Five'] — Skip The Gutter, 1299: ['Louis Armstrong & His Hot Five'] — Sugar Foot Strut, 307: ['Louis Armstrong & His Hot Five'] — Savoy Blues, 642: ['Louis Armstrong & His Hot Five'] — I'm Gonna Gitcha, 862: ['Louis Armstrong & His Hot Five'] — Jazz Lips, 1316: ['Louis Armstrong & His Hot Five'] — I'm Not Rough, 624: ['Louis Armstrong & His Hot Five'] — My Heart"
User 4),910: ['Jelly Roll Morton & His Red Hot Peppers'] — Grandpa's Spells (Take 2)),"1217: ['Louis Armstrong & His Hot Seven'] — Muggles, 888: ['Louis Armstrong & His Hot Seven'] — Willie the Weeper, 880: ['Louis Armstrong & His Hot Seven'] — Twelfth Street Rag, 926: ['Louis Armstrong & His Hot Seven'] — Weary Blues, 940: ['Louis Armstrong & His Hot Seven'] — Twelfth Street Rag, 320: ['Louis Armstrong & His Hot Seven'] — Put 'Em Down Blues, 964: ['Jelly Roll Morton & His Red Hot Peppers'] — Original Jelly-Roll Blues - Remastered 1995, 909: ['Louis Armstrong & His Hot Seven'] — Squeeze Me, 1353: ['Louis Armstrong & His Hot Seven'] — Squeeze Me, 941: ['Louis Armstrong & His Hot Seven'] — Keyhole Blues"
User 4),1233: ['Blind Willie Johnson'] — Keep Your Lamp Trimmed And Burning),"92110: ['Mrs. GREEN APPLE'] — インフェルノ, 91868: ['Lil Wayne', 'XXXTENTACION'] — Don't Cry (feat. XXXTENTACION), 100965: ['Joanna Brouk'] — Golden Cloud Layers, 88576: ['Charli Baltimore', 'Ja Rule', 'Ashanti', 'Vita'] — Down 4 U, 82053: ['Johnny Cash', 'Carl Perkins'] — Blue Suede Shoes - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968, 153908: ['Laura Marling'] — What He Wrote, 97179: ['Jimmy Reed'] — Good Lover, 33166: ['Banda Vallarta Show'] — Provócame, 153135: ['Neko Case'] — Hold On, Hold On, 47137: ['Joe Bataan'] — My Cloud"
User 4),"1240: ['Frédéric Chopin', 'Arthur Rubinstein'] — Chopin: Nocturne No. 3 in B Major, Op. 9 No. 3)","58941: ['Ludwig van Beethoven', 'Wilhelm Backhaus'] — Sonate pour piano No. 32 in C Minor, Op. 111: I. Maestoso – Allegro con brio ed appassionato, 77251: ['Ludwig van Beethoven', 'Wilhelm Kempff'] — 6 Ecossaises in E-Flat Major, WoO 83, 4834: ['Frédéric Chopin', 'Arthur Rubinstein'] — 3 Waltzes, Op. 64: No. 1 in D-Flat Major ""Minute"", 113669: ['Frédéric Chopin', 'Arthur Rubinstein'] — 3 Waltzes, Op. 64: No. 2 in C-Sharp Minor, 59401: ['Ludwig van Beethoven', 'Claudio Arrau'] — Variations and Fugue in E-Flat Major, Op. 35 ""Eroica Variations"": Finale - Alla fuga - Con brio, 111045: ['Frédéric Chopin', 'Claudio Arrau'] — 24 Préludes, Op. 28: Prélude No. 1 in C Major, 50105: ['Frédéric Chopin', 'Maurizio Pollini'] — 24 Préludes, Op.28: 19. In E Flat Major, 23107: ['Ludwig van Beethoven', 'Claudio Arrau'] — 6 Variations on an Original Theme in F Major, Op. 34: Variation V, 109037: ['Frédéric Chopin', 'Wilhelm Kempff'] — Sonate pour piano No. 3 in B Minor, Op. 58: I. Allegro maestoso, 81081: ['Robert Schumann', 'Philippe Entremont'] — The Happy Farmer from Album für die Jugend, Op. 68"
User 4),1274: ['Louis Armstrong & His Hot Five'] — Skip the Gutter),"636: ['Louis Armstrong & His Hot Five'] — Gut Bucket Blues, 256: ['Louis Armstrong & His Hot Five'] — Beau Koo Jack, 935: ['Louis Armstrong & His Hot Five'] — Struttin' with Some Barbecue - 78 rpm Version, 19854: ['Louis Armstrong & His Hot Five'] — Big Fat Ma and Skinny Pa, 307: ['Louis Armstrong & His Hot Five'] — Savoy Blues, 1259: ['Louis Armstrong & His Hot Five'] — Savoy Blues, 937: ['Louis Armstrong & His Hot Five'] — Fireworks, 642: ['Louis Armstrong & His Hot Five'] — I'm Gonna Gitcha, 946: ['Louis Armstrong & His Hot Five'] — Sunset Cafe Stomp, 1316: ['Louis Armstrong & His Hot Five'] — I'm Not Rough"
User 4),"1280: ['Benny Goodman Sextet', 'Benny Goodman', 'Charlie Christian'] — Air Mail Special (Good Enough to Keep) (feat. Benny Goodman & Charlie Christian))","1211: ['Benny Goodman'] — Let's Dance, 24258: ['Roy Eldridge', 'Flip Phillips', 'Mel Tormé'] — Honeysuckle Rose, 42693: ['Roy Eldridge', 'Flip Phillips', 'Mel Tormé'] — Lover, 22354: ['Benny Goodman'] — Applause for Second Encore - Live, 43995: ['Stan Kenton'] — Alone Too Long, 1281: ['Benny Goodman', 'Helen Ward'] — You Turned The Tables On Me (with Helen Ward), 24698: ['Benny Goodman Sextet'] — East Of The Sun (And West Of The Moon), 2617: ['Benny Goodman'] — One O'Clock Jump, 79849: ['Louis Armstrong', 'Oscar Peterson'] — I'll Never Be The Same, 43819: ['Stan Kenton'] — Pennies From Heaven"
User 4),1716: ['Louis Armstrong'] — I've Got a Feeling I'm Falling),"15717: ['Louis Armstrong'] — A Kiss To Build A Dream On - Single Version, 28303: ['Louis Armstrong'] — The Home Fire, 43280: ['Louis Armstrong'] — Mack the Knife, 104856: ['Louis Armstrong'] — C'est si bon, 81180: ['Louis Armstrong'] — A Lot Of Livin' To Do, 6737: ['Louis Armstrong'] — I Wonder, 1757: ['Louis Armstrong', 'Velma Middleton'] — Ko Ko Mo (I Love You So) (with Velma Middleton) - Live, 6783: ['Louis Armstrong'] — Honeysuckle Rose, 51976: ['Louis Armstrong'] — The Skeleton In The Closet - Single Version, 1781: ['Louis Armstrong'] — Jack-Armstrong Blues - Remastered 1996"
User 4),1719: ['Big Bill Broonzy'] — Worrying You Off My Mind),"110126: ['Brownie McGhee'] — Go On Blues, 127352: ['Sonny Terry'] — Oh, What a Beautiful City, 38816: ['Brownie McGhee'] — Robbie Doby Boogie, 1630: ['Big Bill Broonzy'] — Whiskey & Good Time Blues, 150214: ['Blind Boy Fuller'] — Truckin' My Blues Away, 23723: ['Brownie McGhee'] — Big Legged Woman, 126092: ['Brownie McGhee'] — Rum Cola Papa, 75514: ['Blind Boy Fuller'] — Homesick & Lonesome Blues, 126078: ['Brownie McGhee'] — Brownie's New Worried Life Blues, 43667: ['Sonny Terry'] — Alcoholic Blues"
User 4),"1756: ['Isaac Albéniz', 'Andrés Segovia'] — Suite Espagnole: Granada)","129086: ['Franz Schubert', 'Philippe Entremont'] — Moment musical in F Minor, Op. 94, No. 3, 1763: ['Isaac Albéniz', 'Andrés Segovia'] — Suite Espagnole: Sevilla, 106709: ['Frédéric Chopin', 'Brigitte Engerer'] — Nocturnes, Op. 9: No. 2 in E-Flat Major. Andante, 61443: ['Franz Schubert', 'Rudolf Serkin'] — 6 Moments musicaux, D. 780, Op. 94: No. 4 in C-Sharp Minor. Moderato, 61576: ['Franz Schubert', 'Rudolf Serkin'] — Piano Sonata No. 20 in A Major, D. 959: III. Scherzo. Allegro vivace, 141934: ['Francisco Tárrega', 'Andrés Segovia'] — Prelude II, 60026: ['Isaac Albéniz', 'Andrés Segovia'] — Sevilla, 6480: ['Andrés Segovia', 'Isaac Albéniz'] — Suite espanola No. 1, Op. 47: No. 5. Asturias (arr. A. Segovia), 77017: ['Wolfgang Amadeus Mozart', 'Claudio Arrau'] — Piano Sonata No. 5 in G Major, K. 283 (K. 189h): III. Presto, 127220: ['Franz Schubert', 'Rudolf Serkin'] — 6 Moments musicaux, D. 780, Op. 94: No. 6 in A-Flat Major. Allegretto"
User 4),1960: ['Эрих Мария Ремарк'] — Часть 54.8 - Обратный путь),"155229: ['The Casino Royal'] — Secret Road, 59742: ['Orchestra Studio 7'] — Io mammeta e tu - Instrument and base Version, 1363: ['Carl Woitschach'] — Taxis Marsch, 45292: ['Frederick Loewe', 'Mary Sue Berry', 'Franz Allers'] — Camelot: Follow Me, 135791: ['R. Kelly'] — Baby, Baby, Baby, Baby, Baby..., 20024: ['Georgette Heyer', 'Irina Salkow'] — Kapitel 439 - Der Page und die Herzogin, 57408: ['Эрнест Хемингуэй'] — Часть 56.3 - Фиеста, 76315: ['Gion'] — Adio, doamnă, 60201: ['Эрих Мария Ремарк'] — Часть 172.4 & Часть 173.1 - Триумфальная арка, 133904: ['The Firm'] — Midnight Moonlight"
User 4),4221: ['Warner Bros Studio Orchestra'] — Medley (Ilsa Returns / As Time Goes By / Bitterness / Laszlo / Agitato No. 1 / Ilsa / La Marseillaise)),"39544: ['Charlie Chaplin'] — The Sober Dawn, 22097: ['Charlie Chaplin'] — Nonsense Song (Titine) - From ""Modern Times"", 3483: ['MGM Studio Orchestra'] — March of the Winkies - Extended Version, 58230: ['Charlie Chaplin'] — Back from Europe / The Burglars, 3524: ['MGM Studio Orchestra'] — The Merry Old Land of Oz - Orchestral Angles, 155949: ['Charlie Chaplin'] — Main Title, 3449: ['MGM Studio Orchestra'] — Leaving Home, 44040: ['Adolph Deutsch', 'MGM Studio Orchestra'] — Barn Raising, 93504: ['Charlie Chaplin'] — The Lone Prospector, Big Jim & Black Larsen, 4254: ['Alfred Newman'] — Unused Cue #3 - From “The Song Of Bernadette”"
User 4),4424: ['Frank Sinatra'] — Laura),"97129: ['Frank Sinatra'] — All Or Nothing At All, 97903: ['Frank Sinatra'] — A Few Last Words (Sinatra Monologue) - Live At The Sands Hotel And Casino/1966, 129189: ['Dean Martin'] — The Poor People of Paris, 45499: ['Frank Sinatra'] — Hidden Persuasion - Remastered, 95854: ['Sammy Davis Jr.'] — Stan' Up An' Fight, 46138: ['Jimmy Durante'] — In the Other Fellow's Yard, 164146: ['The Ray Conniff Singers'] — Greensleeves (What Child Is This), 64081: ['Percy Faith & His Orchestra'] — Angels We Have Heard On High, 45940: ['Sammy Davis Jr.'] — Hey There, 70849: ['Wayne Newton'] — Danke Schoen - Remastered"
User 4),4431: ['Judy Garland'] — Boys And Girls Like You And Me),"63999: ['Judy Garland'] — Ol' Man River - Live, 4425: ['Judy Garland'] — The Boy Next Door, 128541: ['Judy Garland'] — I Concentrate On You, 4406: ['Judy Garland'] — Have Yourself A Merry Little Christmas, 6564: ['Judy Garland'] — The Man That Got Away - Expanded Version, 63360: ['Judy Garland'] — Alone Together - Live At Carnegie Hall/1961, 158261: ['Judy Garland'] — Do It Again, 4426: ['Judy Garland'] — But Not For Me, 4680: ['Judy Garland'] — Boys And Girls Like You and Me - Outtake, 158024: ['Judy Garland'] — Little Girl Blue"
